,SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,month,yearmonth,CleanedInvestmentType,CleanedAmount
2236,2271,25/11/2015,S Chand,Education Content Provider,nan,New Delhi,IFC Everstone Group,Private Equity,"27,000,000",nan,2015,11,201511,Other,27000000.0
2237,2272,26/11/2015,Stelae,Content Management Software Solutions,nan,Chennai,Earlsfield Capital,Private Equity,nan,Pre-Series A,2015,11,201511,Other,
2238,2273,26/11/2015,GoQii,Fitness Tracking Management Solutions,nan,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,"13,400,000",Series B,2015,11,201511,Other,13400000.0
2239,2274,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,nan,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,"120,000,000",Late Stage,2015,11,201511,Other,120000000.0
2240,2275,26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,nan,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,"1,000,000",Pre-Series A,2015,11,201511,Other,1000000.0
2241,2276,26/11/2015,KountMoney,Online Lending Marketplace,nan,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,nan,nan,2015,11,201511,Other,
2242,2277,27/11/2015,StayGlad,On Demand Beauty Services Platform,nan,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,nan,Series A,2015,11,201511,Other,
2243,2278,27/11/2015,JustRide,Self Driven Rental Car Platform,nan,Mumbai,nan,Private Equity,"2,000,000",Pre-Series A bridge round,2015,11,201511,Other,2000000.0
2244,2279,27/11/2015,Fastudent,Education Content etailer,nan,Noida,Ashish Gupta,Seed Funding,nan,nan,2015,11,201511,Other,
2245,2280,27/11/2015,LearnOn,Clud based Learning platform,nan,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,nan,nan,2015,11,201511,Other,
2246,2281,27/11/2015,Talentrack,Talent Exchange & Talent Services Marketplace,nan,New Delhi,Unigrowth Inc,Seed Funding,nan,nan,2015,11,201511,Other,
2247,2282,28/11/2015,M-TAXI,Two-Wheeler Taxi Service,nan,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,nan,nan,2015,11,201511,Other,
2248,2283,30/11/2015,Baxi,Two-Wheeler Taxi Service,nan,Gurgaon,"Manish Kheterpal, Alok Mittal, Puneet Dalmia,",Seed Funding,"1,450,000",nan,2015,11,201511,Other,1450000.0
2249,2284,30/11/2015,Superhero Brands,character merchandize sales platform,nan,Mumbai,DSG Consumer Partners,Seed Funding,"540,000",nan,2015,11,201511,Other,540000.0
2250,2285,30/11/2015,MoMagic,Mobile Application Developer,nan,New Delhi,FIH Mobile Ltd,Private Equity,nan,Strategic Investment,2015,11,201511,Other,
2251,2286,30/11/2015,QikPod,Ecommerce Delivery locker services,nan,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,"9,000,000",Series A,2015,11,201511,Other,9000000.0
2252,2287,30/11/2015,Butterfly Interactive,extra curricular activities marketplace app,nan,New Delhi,Undisclosed investors,Seed Funding,nan,nan,2015,11,201511,Other,
2253,2288,30/11/2015,Bro4U,Hyperlocal Online Home services provider,nan,Bangalore,Sargod Ventures,Seed Funding,nan,nan,2015,11,201511,Other,
2254,2290,01/10/2015,Indifi,Easy Business Loans platform,nan,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,nan,nan,2015,10,201510,Other,
2255,2291,01/10/2015,Wydr,Performance based Wholesale Marketplace,nan,New Delhi,Sandeep Aggarwal,Seed Funding,nan,nan,2015,10,201510,Other,
2256,2292,01/10/2015,EasyFix,Professional Services Marketplace,nan,Gurgaon,Axilor Ventures,Seed Funding,nan,nan,2015,10,201510,Other,
2257,2293,01/10/2015,Muvizz,Movie-on-demand platform,nan,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,"350,000",nan,2015,10,201510,Other,350000.0
2258,2294,01/10/2015,Abhibus,us ticketing and fleet management platform,nan,Hyderabad,Paytm (One97 communications),Private Equity,nan,Strategic Investment,2015,10,201510,Other,
2259,2295,01/10/2015,Cleartax,Online Income Tax Filing platform,nan,New Delhi,Paytm (One97 communications),Private Equity,nan,nan,2015,10,201510,Other,
2260,2296,02/10/2015,Shopalyst,Product discovery & recommendation platform,nan,Bangalore,Kalaari Capital,Private Equity,"2,000,000",Series A,2015,10,201510,Other,2000000.0
2261,2297,03/10/2015,Chillr,Mobile Payments App,nan,Mumbai,Sequoia Capital,Private Equity,"6,000,000",Series A,2015,10,201510,Other,6000000.0
2262,2298,05/10/2015,Nykaa,Beauty & Wellness Products e-tailer,nan,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,"9,500,000",Series B,2015,10,201510,Other,9500000.0
2263,2299,05/10/2015,Voylla,Fashion jewelry and accessories e-tailer,nan,Jaipur,Peepul Capital,Private Equity,"15,000,000",Series B,2015,10,201510,Other,15000000.0
2264,2300,05/10/2015,IndiaLends,Online Consumer Lending platform,nan,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,"1,000,000",Pre-Series A Bridge round,2015,10,201510,Other,1000000.0
2265,2301,05/10/2015,Rock N Shop,Premium Apparel shopping portal,nan,New Delhi,High Networth Individuals (undisclosed),Seed Funding,"150,000",nan,2015,10,201510,Other,150000.0
2266,2302,06/10/2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,nan,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,"700,000",nan,2015,10,201510,Other,700000.0
2267,2303,06/10/2015,WorkIndia,Job Board,nan,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,"500,000",Pre-Series A,2015,10,201510,Other,500000.0
2268,2304,06/10/2015,SportzVillage,Sports Management & Physical Education Business,nan,Bangalore,Gaja Capital Private Equity Fund,Private Equity,"10,000,000",Series B,2015,10,201510,Other,10000000.0
2269,2305,06/10/2015,SportyBeans,multi-sport program for preschoolers,nan,Pune,YouWeCan Ventures,Seed Funding,nan,nan,2015,10,201510,Other,
2270,2306,06/10/2015,Burger Singh,QSR & Online delivery portal,nan,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,"500,000",Bridge Round,2015,10,201510,Other,500000.0
2271,2307,06/10/2015,Welcome Cure,Online Homeopathy Clinic,nan,Mumbai,Unnamed Media house and HNIs,Private Equity,"6,000,000",Pre-Series A,2015,10,201510,Other,6000000.0
2272,2308,07/10/2015,SchoolGuru,E-Learning Service Provider,nan,Mumbai,High Networth Individuals from India & USA,Private Equity,"3,000,000",Series A,2015,10,201510,Other,3000000.0
2273,2309,07/10/2015,Naturally Yours,Organic Food etailer,nan,Mumbai,Sanjay Mehta,Seed Funding,nan,nan,2015,10,201510,Other,
2274,2310,07/10/2015,GoJavas,Delivery & Logistics Service provider,nan,Gurgaon,Snapdeal,Private Equity,"20,000,000",Strategic Funding (Series C),2015,10,201510,Other,20000000.0
2275,2311,07/10/2015,Scandid,Product Discovery & comparison App,nan,Pune,Micromax Informatics,Private Equity,nan,Strategic Funding,2015,10,201510,Other,
2276,2312,07/10/2015,StalkBuyLove,Online Apparels Fashion brand,nan,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,nan,Series A,2015,10,201510,Other,
2277,2313,08/10/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,nan,Mumbai,"Sanjeev Kapoor, Ravi Saxena & Others",Private Equity,"2,000,000",Series A,2015,10,201510,Other,2000000.0
2278,2314,08/10/2015,Cube26,Gesture based Mobile Development,nan,New Delhi,"Tiger Global Management, Flipkart",Private Equity,"7,700,000",Series A,2015,10,201510,Other,7700000.0
2279,2315,08/10/2015,Mobikon,Hotel Mobile CRM Software platform,nan,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,nan,Series B,2015,10,201510,Other,
2280,2316,08/10/2015,Grabhouse,Rental Accommodation Search platform,nan,Bangalore,Sequoia and Kalaari Capital.,Private Equity,"10,000,000",Series B,2015,10,201510,Other,10000000.0
2281,2317,08/10/2015,Quifers,Logistics Tech Platform,nan,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,"310,000",nan,2015,10,201510,Other,310000.0
2282,2318,09/10/2015,Stockroom.io,Developer Portfolio Showcase platform,nan,Hyderabad,Undisclosed Investors,Seed Funding,"70,000",nan,2015,10,201510,Other,70000.0
2283,2319,09/10/2015,Curofy,Doctors Network Mobile App,nan,New Delhi,RoundGlass Partners,Private Equity,nan,Pre-Series A,2015,10,201510,Other,
2284,2320,09/10/2015,Cloud Lending,End-to-End Lending platform,nan,Bangalore / San Mateo,SF Capital Group,Private Equity,"8,000,000",Series A,2015,10,201510,Other,8000000.0
2285,2321,09/10/2015,Inayo,on-demand healthcare marketplace,nan,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,"300,000",nan,2015,10,201510,Other,300000.0
2286,2322,09/10/2015,WoNoBo,360-degree view creating platform,nan,Bangalore,Quikr,Private Equity,nan,Strategic Funding,2015,10,201510,Other,
2287,2323,09/10/2015,Kulzy,Advertising & Marketing Community Networking platform,nan,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,"1,000,000",nan,2015,10,201510,Other,1000000.0
2288,2324,09/10/2015,Zeppery,Food Ordering & Delivery App,nan,New Delhi,Suyash Sharma,Seed Funding,"77,000",nan,2015,10,201510,Other,77000.0
2289,2325,12/10/2015,Zify,Ride Sharing platform,nan,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,"190,000",nan,2015,10,201510,Other,190000.0
2290,2326,12/10/2015,Faircent,Online P2P lending marketplace,nan,Gurgaon,Aarin Capital Partners,Private Equity,nan,Series A,2015,10,201510,Other,
2291,2327,12/10/2015,Bizongo,B2B marketplace for industrial goods,nan,Mumbai,Accel Partners,Seed Funding,nan,nan,2015,10,201510,Other,
2292,2328,12/10/2015,Gridle,Cloud Based Collaboration platform,nan,Ahmedabad,LetsVenture,Seed Funding,"100,000",nan,2015,10,201510,Other,100000.0
2293,2329,12/10/2015,Tripoto,global community for travellers,nan,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,nan,Series A,2015,10,201510,Other,
2294,2330,12/10/2015,Mubble,Prepaid Bill manager App,nan,Bangalore,Accel Partners,Private Equity,nan,Series A,2015,10,201510,Other,
2295,2331,13/10/2015,Voodoo,Mobile Only Shopping Assistant,nan,New Delhi,SAIF Partners,Seed Funding,"1,000,000",nan,2015,10,201510,Other,1000000.0
2296,2332,13/10/2015,Lookup,Mobile Messaging Assistant App,nan,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,"2,500,000",Series A,2015,10,201510,Other,2500000.0
2297,2333,14/10/2015,AskMyGift,Personalized Wish List creator app,nan,Noida,Turning Ideas,Seed Funding,"50,000",nan,2015,10,201510,Other,50000.0
2298,2334,14/10/2015,Gaana.com,Music Streaming mobile app,nan,Mumbai,Micromax Informatics Ltd,Private Equity,nan,Strategic Funding,2015,10,201510,Other,
2299,2335,14/10/2015,Zappfresh,Raw Meat & Ready to eat food etailer,nan,Gurgaon,Undisclosed Investors,Seed Funding,"77,000",nan,2015,10,201510,Other,77000.0
2300,2336,14/10/2015,GymTrekker,Gym Discovery platform,nan,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,nan,nan,2015,10,201510,Other,
2301,2337,15/10/2015,Bounty App,Online Purchase rewards app,nan,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,nan,nan,2015,10,201510,Other,
2302,2338,16/10/2015,Homers.in,Home rental platform,nan,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,nan,nan,2015,10,201510,Other,
2303,2339,16/10/2015,mShipper,Crowdsourced Delivery platform,nan,New Delhi,Vijai Laxmi,Seed Funding,nan,nan,2015,10,201510,Other,
2304,2340,16/10/2015,BolRealty,Real Estate Insights platform,nan,New Delhi,Manpreet Singh,Seed Funding,nan,nan,2015,10,201510,Other,
2305,2341,17/10/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,nan,Mumbai,Parampara Capital,Private Equity,"1,000,000",Series A,2015,10,201510,Other,1000000.0
2306,2342,19/10/2015,LetsVenture,Startup Funding Marketplace,nan,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,nan,Series A,2015,10,201510,Other,
2307,2343,19/10/2015,Citrus Payment,Payments Solution platform,nan,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,"25,000,000",Series C,2015,10,201510,Other,25000000.0
2308,2344,19/10/2015,Holidify,Travel Destination Discovery platform,nan,New Delhi,Aarti Group,Seed Funding,"100,000",nan,2015,10,201510,Other,100000.0
2309,2345,20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,nan,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,nan,nan,2015,10,201510,Other,
2310,2346,20/10/2015,Opinio,Last Mile Delivery Service,nan,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,"7,000,000",Series A,2015,10,201510,Other,7000000.0
2311,2347,20/10/2015,Attune Technologies,Healthcare IT Solutions & services,nan,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,"10,000,000",Series B,2015,10,201510,Other,10000000.0
2312,2348,20/10/2015,iChef.in,Gourmet Meals Delivery,nan,Mumbai,Springboard Ventures,Private Equity,nan,nan,2015,10,201510,Other,
2313,2349,21/10/2015,Jiyo Natural,Healthy Meals Food delivery platform,nan,Bangalore,Indian Angel Network,Seed Funding,nan,nan,2015,10,201510,Other,
2314,2350,21/10/2015,AgentDesks,Real Estate Mobile CRM,nan,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,"2,950,000",nan,2015,10,201510,Other,2950000.0
2315,2351,21/10/2015,White Owl Brewery,Micro-Brewery,nan,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,"1,530,000",Series A,2015,10,201510,Other,1530000.0
2316,2352,21/10/2015,MealHopper,Home Made Food Marketplace,nan,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,"100,000",nan,2015,10,201510,Other,100000.0
2317,2353,21/10/2015,Zenify.in,residential rental management platform,nan,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,"640,000",nan,2015,10,201510,Other,640000.0
2318,2354,21/10/2015,Stockal,Personalized Stock Intelligence Platform,nan,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,nan,nan,2015,10,201510,Other,
2319,2355,23/10/2015,Medd,Personal Diagnostic Mobile App,nan,Mumbai,Group of Angel investors,Seed Funding,"150,000",Bridge Round,2015,10,201510,Other,150000.0
2320,2356,23/10/2015,Leaping Caravan,Online food ordering & Delivery service,nan,Gurgaon,Group of Angel investors,Seed Funding,"150,000",nan,2015,10,201510,Other,150000.0
2321,2357,23/10/2015,Frsh,Online food ordering & Delivery service,nan,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,"1,000,000",Bridge Round,2015,10,201510,Other,1000000.0
2322,2358,23/10/2015,Qik Stay,Hotel Aggregator & booking platform,nan,New Delhi,ID Enablers Pvt Ltd,Seed Funding,"250,000",nan,2015,10,201510,Other,250000.0
2323,2359,26/10/2015,Parcelled,Online Logistics Platform,nan,Bangalore,Delhivery,Private Equity,"5,000,000",nan,2015,10,201510,Other,5000000.0
2324,2360,26/10/2015,AlmaMapper,Online Student & Campus Social Networking platform,nan,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,"400,000",nan,2015,10,201510,Other,400000.0
2325,2361,26/10/2015,Flexing It,Professionals & Project Search Marketplace,nan,New Delhi,undisclosed private investors,Seed Funding,"500,000",nan,2015,10,201510,Other,500000.0
2326,2362,26/10/2015,Netmeds.com,Online Pharmacy,nan,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,"50,000,000",Series A,2015,10,201510,Other,50000000.0
2327,2363,26/10/2015,Razorpay,Online Payment Gateway,nan,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,"9,000,000",Series A,2015,10,201510,Other,9000000.0
2328,2364,27/10/2015,Jombay,Psychometric Test Online Software,nan,Pune,Ventureworks India,Private Equity,nan,nan,2015,10,201510,Other,
2329,2365,27/10/2015,Happitoo,Location based Nightlife recommendation Platform,nan,Mumbai,Unnamed investor,Seed Funding,"77,000",nan,2015,10,201510,Other,77000.0
2330,2366,27/10/2015,Care24,Professional Health Services Platform,nan,Mumbai,India Quotient,Seed Funding,"350,000",nan,2015,10,201510,Other,350000.0
2331,2367,27/10/2015,Roadrunnr,Hyperlocal Logistics Service,nan,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,"10,000,000",Series B,2015,10,201510,Other,10000000.0
2332,2368,27/10/2015,Simpli5d,Online user engagement platform,nan,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,nan,Bridge Funding,2015,10,201510,Other,
2333,2369,28/10/2015,ORIGA Leasing,Asset Financing platform,nan,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,"1,100,000",nan,2015,10,201510,Other,1100000.0
2334,2370,28/10/2015,Smartivity.in,Virtual Reality activity based learning platform,nan,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,"200,000",nan,2015,10,201510,Other,200000.0
2335,2371,28/10/2015,UrDoorStep,Online Grocery Store,nan,Bangalore,Jupiter Capital,Private Equity,nan,Series A,2015,10,201510,Other,
2336,2372,29/10/2015,Tavaga,Investment management platform,nan,Mumbai,Tracxn Syndicate,Seed Funding,nan,nan,2015,10,201510,Other,
2337,2373,29/10/2015,Moglix,Industrial Toons Marketplace,nan,Noida,"Accel Partner, Jungle Ventures",Private Equity,nan,pre-Series A,2015,10,201510,Other,
2338,2374,29/10/2015,ZopHop,Public Commute helper App,nan,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,"450,000",nan,2015,10,201510,Other,450000.0
2339,2375,30/10/2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,nan,Bangalore,Unilazer Ventures,Seed Funding,nan,nan,2015,10,201510,Other,
2340,2376,30/10/2015,Instavans,Truck Aggregator & Logistics service,nan,Bangalore,Suresh Vaswani,Seed Funding,nan,nan,2015,10,201510,Other,
2341,2377,30/10/2015,LiftO,Ridesharing Mobile app,nan,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,"130,000",nan,2015,10,201510,Other,130000.0
2342,2378,30/10/2015,TinyOwl,Food Discovery & Delivery Mobile app,nan,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,"7,500,000",Series B,2015,10,201510,Other,7500000.0
2343,2379,30/10/2015,Toppr.com,Competitive exam learning platform,nan,Mumbai,InnoVen Capital,Private Equity,"2,000,000",Series C,2015,10,201510,Other,2000000.0
2344,2380,30/10/2015,Kleeto,Document Digitization platform,nan,Gurgaon,GREX,Seed Funding,"230,000",pre-Series A,2015,10,201510,Other,230000.0
2345,2381,30/10/2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,nan,Mumbai,Puneet Bhatia & others,Seed Funding,"80,000",nan,2015,10,201510,Other,80000.0
2346,2382,31/10/2015,Jugnoo,Autorickshaw Aggregator & Booking platform,nan,Chandigarh,Paytm,Private Equity,"10,000,000",Series B,2015,10,201510,Other,10000000.0
2347,2383,01/09/2015,TOFlo,FinTech Startup Incubation platform,nan,Mumbai,Tania Johny Palathinkal,Seed Funding,"100,000",nan,2015,9,201509,Other,100000.0
2348,2384,01/09/2015,FXMartIndia,Payment Services platform,nan,Chandigarh,Flipkart,Private Equity,nan,Strategic Investment (Majority Stake),2015,9,201509,Other,
2349,2385,01/09/2015,Stylecracker,Personalized Styling platform,nan,Mumbai,Group of HNI investors,Private Equity,"1,000,000",Series A,2015,9,201509,Other,1000000.0
2350,2386,01/09/2015,Luxuryhues,Luxury goods Shopping Platform,nan,Gurgaon,Reliance Capital,Private Equity,"900,000",Series A,2015,9,201509,Other,900000.0
2351,2387,02/09/2015,HolaChef,Food Delivery Platform,nan,Mumbai,Ratan Tata,Private Equity,nan,Part of Series A raised in June 2015,2015,9,201509,Other,
2352,2388,02/09/2015,Zivame,Online Lingerie Marketplace,nan,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,"40,000,000",Series C,2015,9,201509,Other,40000000.0
2353,2389,02/09/2015,Capillary Tech,Cloud software solutions,nan,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,"45,000,000",Series D,2015,9,201509,Other,45000000.0
2354,2390,03/09/2015,Jobspire,Job Search Platform,nan,Bangalore,Purvi Capital,Seed Funding,"260,000",nan,2015,9,201509,Other,260000.0
2355,2391,03/09/2015,MeraDoctor,Doctor consultancy Mobile App,nan,Mumbai,India Quotient & other investors,Seed Funding,nan,nan,2015,9,201509,Other,
2356,2392,03/09/2015,Vistaar Finance,Small Business Financing (NBFC),nan,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital, Lok Capital",Private Equity,"40,000,000",nan,2015,9,201509,Other,40000000.0
2357,2393,03/09/2015,HiJinny,Beauty & Wellness Services Marketplace,nan,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,nan,nan,2015,9,201509,Other,
2358,2394,04/09/2015,Clapsnslaps,Online Movie Review Platform,nan,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,"150,000",nan,2015,9,201509,Other,150000.0
2359,2395,04/09/2015,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,nan,Mumbai,Ashish Jhalani,Seed Funding,"100,000",nan,2015,9,201509,Other,100000.0
2360,2396,04/09/2015,RoomCentral,Cloud-based Hotel Booking Platform,nan,Bangalore,Karanpal Singh,Seed Funding,"2,000,000",nan,2015,9,201509,Other,2000000.0
2361,2397,07/09/2015,YouthKiAwaaz,Community Driven News/Views Platform,nan,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,"600,000",nan,2015,9,201509,Other,600000.0
2362,2398,07/09/2015,Prozo,Study Material Marketplace,nan,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,"205,000",nan,2015,9,201509,Other,205000.0
2363,2399,07/09/2015,Zomato,Restaurant Ratings & Reviews platform,nan,Gurgaon,"Temasek, Vy Capital",Private Equity,"60,000,000",Late Stage,2015,9,201509,Other,60000000.0
2364,2400,07/09/2015,Sahayog Dairy,Dairy Based Product Manufacturer,nan,Bhopal,Acumen Fund,Private Equity,"1,800,000",Series A,2015,9,201509,Other,1800000.0
2365,2401,08/09/2015,MockBank,Government Test Preparation platform,nan,Bangalore,Blume Ventures,Seed Funding,"400,000",nan,2015,9,201509,Other,400000.0
2366,2402,08/09/2015,ReportBee,Smart Report Cards for Schools,nan,Chennai,India Educational Investment Fund,Seed Funding,nan,nan,2015,9,201509,Other,
2367,2403,08/09/2015,GuruG Learning,Teacher empowerment platform,nan,Bangalore,India Educational Investment Fund,Seed Funding,nan,nan,2015,9,201509,Other,
2368,2404,10/09/2015,OnlineTyari,Multilingual Test Preparation Platform,nan,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,"770,000",Series A,2015,9,201509,Other,770000.0
2369,2405,10/09/2015,IndustryBuying,Industrial Tools Marketplace,nan,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,"9,200,000",Series B,2015,9,201509,Other,9200000.0
2370,2406,10/09/2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,nan,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,"315,000",nan,2015,9,201509,Other,315000.0
2371,2407,11/09/2015,FitMeIn,Gym & Fitness Studios Subscription platform,nan,New Delhi,Green House Ventures,Seed Funding,"100,000",nan,2015,9,201509,Other,100000.0
2372,2408,11/09/2015,Envoged,pre-used luxury item Marketplace,nan,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,nan,nan,2015,9,201509,Other,
2373,2409,11/09/2015,Zapyle,pre-used apparel shopping mobile app,nan,Bangalore,nan,Seed Funding,"1,000,000",nan,2015,9,201509,Other,1000000.0
2374,2410,11/09/2015,Renomania,Home Design & D\\xc3\\xa9cor platform,nan,New Delhi,Subodh Gupta,Seed Funding,nan,nan,2015,9,201509,Other,
2375,2411,12/09/2015,CredR,Used Vehicles Marketplace,nan,Mumbai,Eight Road Ventures,Private Equity,"15,000,000",Series A,2015,9,201509,Other,15000000.0
2376,2412,12/09/2015,YatraGenie,Online Bus & Cab ticketing platform,nan,Hyderabad,Ash Bhardwaj,Private Equity,nan,Series A,2015,9,201509,Other,
2377,2413,14/09/2015,CanvasFlip,Mobile App testing platform,nan,Hyderabad,Bessemer Venture Partners,Seed Funding,"1,200,000",nan,2015,9,201509,Other,1200000.0
2378,2414,14/09/2015,Shadowfax,Hyperlocal Delivery Services,nan,Gurgaon,Eight Roads Ventures,Private Equity,"9,000,000",Series A,2015,9,201509,Other,9000000.0
2379,2415,14/09/2015,UE Life Sciences,Early Cancer Detection Solutions,nan,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,"3,000,000",Series A,2015,9,201509,Other,3000000.0
2380,2416,14/09/2015,Ola Cabs,Cab rental Mobile app,nan,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,"225,000,000",Late Stage,2015,9,201509,Other,225000000.0
2381,2417,15/09/2015,Coverfox,Online Insurance Distribution Platform,nan,Mumbai,Cataraman Ventures,Private Equity,"2,000,000",Part of $12M Series B funding,2015,9,201509,Other,2000000.0
2382,2418,15/09/2015,MoEngage,Mobile Marketing Automation Platform,nan,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,"4,250,000",Series A,2015,9,201509,Other,4250000.0
2383,2419,15/09/2015,Mubble,Prepaid Mobile Bill Manager App,nan,Bangalore,Nandan Nilekani,Seed Funding,nan,nan,2015,9,201509,Other,
2384,2420,15/09/2015,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,nan,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,"1,000,000",nan,2015,9,201509,Other,1000000.0
2385,2421,15/09/2015,Room on Call,Branded Budget Hotel Marketplace,nan,Noida,Payal Syal,Seed Funding,"300,000",nan,2015,9,201509,Other,300000.0
2386,2422,15/09/2015,FYNE,Home Fitting & Fixtures Marketplace,nan,Bangalore,Sandeep Dama & Others,Seed Funding,nan,Pre-Series A,2015,9,201509,Other,
2387,2423,16/09/2015,ChaiPoint,Food Subscription platform,nan,Bangalore,Eight Roads Ventures,Private Equity,"10,000,000",Series A,2015,9,201509,Other,10000000.0
2388,2424,16/09/2015,WedmeGood.com,Wedding Planning Platform,nan,Gurgaon,Indian Angel Network,Seed Funding,"410,000",nan,2015,9,201509,Other,410000.0
2389,2425,16/09/2015,XSTOK,B2B Mobile Auction Marketplace,nan,Mumbai,Oliphans Capital,Seed Funding,"450,000",nan,2015,9,201509,Other,450000.0
2390,2426,17/09/2015,UniLog,ECommerce Data Analytics Platform,nan,Bangalore,Kalaari Capital,Private Equity,nan,nan,2015,9,201509,Other,
2391,2427,17/09/2015,Paintcollar,Designer Merchandize Marketplace,nan,Mumbai,Applyifi,Seed Funding,nan,Bridge Funding,2015,9,201509,Other,
